Region,Year,Broad Category,COFOG Division,COFOG Division Name,COFOG Basis,Original Code,Original Name (native language),English Translation,Commitment (EUR '000),Payment (EUR '000),Notes
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04210,Agriculture,Agriculture,n/q — see Notes,101,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04410,Mining of mineral resources other than mineral fuels,Mining of mineral resources other than mineral fuels,n/q — see Notes,923,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04420,Manufacturing,Manufacturing,n/q — see Notes,2000,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04710,"Distributive trades, storage and warehousing","Distributive trades, storage and warehousing",n/q — see Notes,0,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04800,R&D Economic affairs,R&D Economic affairs,n/q — see Notes,8,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04810,"R&D General economic, commercial and labour affairs","R&D General economic, commercial and labour affairs",n/q — see Notes,11297,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04840,"R&D Mining, manufacturing and construction","R&D Mining, manufacturing and construction",n/q — see Notes,80,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04860,R&D Communication,R&D Communication,n/q — see Notes,27003,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Economy, Employment, Innovation & Research (incl. Agriculture)",04,Economic affairs,Source-classified (Confirmed),COFOG-04870,R&D Other industries,R&D Other industries,n/q — see Notes,313986,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Environment, Housing & Energy",04,Economic affairs,Source-classified (Confirmed),COFOG-04300,Fuel and energy,Fuel and energy,n/q — see Notes,15454,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Environment, Housing & Energy",04,Economic affairs,Source-classified (Confirmed),COFOG-04320,Petroleum and natural gas,Petroleum and natural gas,n/q — see Notes,3300,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
Federal,2025,"Environment, Housing & Energy",04,Economic affairs,Source-classified (Confirmed),COFOG-04330,Nuclear fuel,Nuclear fuel,n/q — see Notes,35041,"Value is 'TOTAL_ERRATA_CL' — the final stage of the federal payment-credit adjustment chain (confirmed against magnitude plausibility checks; no exact independent public figure exists on the same accounting basis to verify against penny-for-penny). No commitment/engagement figure included for 2025, for consistency with 2026, though the raw source does contain one (TOTAL_ERRATA_CE) if needed later."
